"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Netherlands","Bosnia and Herzegovina","2013","192","0","192","0"
"Netherlands","Botswana","2013","1","0","1","0"
"Netherlands","Brazil","2013","1","0","1","0"
"Netherlands","Bulgaria","2013","3","0","3","0"
"Netherlands","Burkina Faso","2013","15","0","15","0"
"Netherlands","Burundi","2013","1415","0","1415","0"
"Netherlands","Cambodia","2013","31","0","31","0"
"Netherlands","Cameroon","2013","162","0","162","0"
"Netherlands","Central African Rep.","2013","6","0","6","0"
"Netherlands","Chad","2013","12","0","12","0"
"Netherlands","Chile","2013","2","0","2","0"
"Netherlands","China","2013","1217","0","1217","0"
"Netherlands","Colombia","2013","281","0","281","0"
"Netherlands","Congo","2013","707","0","707","0"
"Netherlands","Côte d'Ivoire","2013","656","0","656","0"
"Netherlands","Croatia","2013","20","0","20","0"
"Netherlands","Cuba","2013","16","0","16","0"
"Netherlands","Dem. People's Rep. of Korea","2013","58","0","58","0"
"Netherlands","Dem. Rep. of the Congo","2013","798","0","798","0"
"Netherlands","Djibouti","2013","8","0","8","0"
"Netherlands","Ecuador","2013","10","0","10","0"
"Netherlands","Egypt","2013","158","0","158","0"
"Netherlands","El Salvador","2013","2","0","2","0"
"Netherlands","Eritrea","2013","2807","0","2807","0"
"Netherlands","Ethiopia","2013","756","0","756","0"
"Netherlands","France","2013","1","0","1","0"
"Netherlands","Gabon","2013","3","0","3","0"
"Netherlands","Gambia","2013","27","0","27","0"
"Netherlands","Georgia","2013","111","0","111","0"
"Netherlands","Germany","2013","1","0","1","0"
"Netherlands","Ghana","2013","3","0","3","0"
"Netherlands","Greece","2013","1","0","1","0"
"Netherlands","Guinea","2013","806","0","806","0"
"Netherlands","Guinea-Bissau","2013","5","0","5","0"
"Netherlands","Haiti","2013","2","0","2","0"
"Netherlands","Honduras","2013","6","0","6","0"
"Netherlands","India","2013","8","0","8","0"
"Netherlands","Indonesia","2013","24","0","24","0"
"Netherlands","Iraq","2013","15533","0","15533","0"
"Netherlands","Islamic Rep. of Iran","2013","4148","0","4148","0"
"Netherlands","Israel","2013","2","0","2","0"
"Netherlands","Jamaica","2013","64","0","64","0"
"Netherlands","Japan","2013","1","0","1","0"
"Netherlands","Jordan","2013","9","0","9","0"
"Netherlands","Kazakhstan","2013","97","0","97","0"
"Netherlands","Kenya","2013","34","0","34","0"
"Netherlands","Kuwait","2013","9","0","9","0"
"Netherlands","Kyrgyzstan","2013","62","0","62","0"
"Netherlands","Lao People's Dem. Rep.","2013","33","0","33","0"
"Netherlands","Latvia","2013","3","0","3","0"
"Netherlands","Lebanon","2013","41","0","41","0"
"Netherlands","Liberia","2013","398","0","398","0"
"Netherlands","Libya","2013","325","0","325","0"
"Netherlands","Malawi","2013","3","0","3","0"
"Netherlands","Malaysia","2013","7","0","7","0"
"Netherlands","Mali","2013","10","0","10","0"
"Netherlands","Mauritania","2013","11","0","11","0"
"Netherlands","Mexico","2013","3","0","3","0"
"Netherlands","Mongolia","2013","35","0","35","0"
"Netherlands","Morocco","2013","16","0","16","0"
"Netherlands","Myanmar","2013","847","0","847","0"
"Netherlands","Namibia","2013","4","0","4","0"
"Netherlands","Nepal","2013","430","0","430","0"
"Netherlands","Niger","2013","31","0","31","0"
"Netherlands","Nigeria","2013","225","0","225","0"
"Netherlands","Norway","2013","1","0","1","0"
"Netherlands","Pakistan","2013","313","0","313","0"
"Netherlands","Panama","2013","1","0","1","0"
"Netherlands","Peru","2013","10","0","10","0"
"Netherlands","Philippines","2013","15","0","15","0"
"Netherlands","Rep. of Korea","2013","4","0","4","0"
"Netherlands","Rep. of Moldova","2013","5","0","5","0"
"Netherlands","Romania","2013","10","0","10","0"
"Netherlands","Russian Federation","2013","765","0","765","0"
"Netherlands","Rwanda","2013","308","0","308","0"
"Netherlands","Saudi Arabia","2013","24","0","24","0"
"Netherlands","Senegal","2013","22","0","22","0"
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2013","405","0","405","0"
"Netherlands","Sierra Leone","2013","863","0","863","0"
"Netherlands","Slovakia","2013","3","0","3","0"
"Netherlands","Somalia","2013","18799","0","18799","0"
"Netherlands","South Africa","2013","3","0","3","0"
"Netherlands","Spain","2013","1","0","1","0"
"Netherlands","Sri Lanka","2013","727","0","727","0"
"Netherlands","State of Palestine","2013","113","0","113","0"
"Netherlands","Stateless","2013","755","0","755","0"
"Netherlands","Sudan","2013","1160","0","1160","0"
"Netherlands","Swaziland","2013","1","0","1","0"
"Netherlands","Sweden","2013","1","0","1","0"
"Netherlands","Switzerland","2013","1","0","1","0"
"Netherlands","Syrian Arab Rep.","2013","3404","0","3404","0"
"Netherlands","Tajikistan","2013","63","0","63","0"
"Netherlands","The former Yugoslav Rep. of Macedonia","2013","2","0","2","0"
"Netherlands","Togo","2013","139","0","139","0"
"Netherlands","Trinidad and Tobago","2013","6","0","6","0"
"Netherlands","Tunisia","2013","38","0","38","0"
"Netherlands","Turkey","2013","468","0","468","0"
"Netherlands","Turkmenistan","2013","20","0","20","0"
"Netherlands","Tuvalu","2013","1","0","1","0"
"Netherlands","Uganda","2013","338","0","338","0"
"Netherlands","Ukraine","2013","63","0","63","0"
"Netherlands","United Kingdom","2013","1","0","1","0"
"Netherlands","United Rep. of Tanzania","2013","4","0","4","0"
"Netherlands","United States","2013","1","0","1","0"
"Netherlands","Uzbekistan","2013","175","0","175","0"
"Netherlands","Various","2013","3558","0","3558","0"
"Netherlands","Viet Nam","2013","28","0","28","0"
"Netherlands","Yemen","2013","56","0","56","0"
"Netherlands","Zambia","2013","4","0","4","0"
"Netherlands","Zimbabwe","2013","39","0","39","0"
"New Zealand","Afghanistan","2013","32","0","32","0"
"New Zealand","Albania","2013","1","0","1","0"
"New Zealand","Algeria","2013","10","0","10","0"
"New Zealand","Angola","2013","1","0","1","0"
"New Zealand","Bahrain","2013","22","0","22","0"
"New Zealand","Bangladesh","2013","6","0","6","0"
"New Zealand","Belarus","2013","3","0","3","0"
"New Zealand","Bhutan","2013","0","0","0","0"
"New Zealand","Brazil","2013","1","0","1","0"
"New Zealand","Bulgaria","2013","7","0","7","0"
"New Zealand","Burundi","2013","0","0","0","0"
"New Zealand","Cambodia","2013","2","0","2","0"
"New Zealand","Cameroon","2013","4","0","4","0"
"New Zealand","Chad","2013","1","0","1","0"
"New Zealand","Chile","2013","1","0","1","0"
"New Zealand","China","2013","131","0","131","0"
"New Zealand","Colombia","2013","14","0","14","0"
"New Zealand","Congo","2013","7","0","7","0"
"New Zealand","Cuba","2013","3","0","3","0"
"New Zealand","Czech Rep.","2013","63","0","63","0"
"New Zealand","Dem. Rep. of the Congo","2013","5","0","5","0"
"New Zealand","Dominican Rep.","2013","0","0","0","0"
"New Zealand","Ecuador","2013","0","0","0","0"
"New Zealand","Egypt","2013","23","0","23","0"
"New Zealand","El Salvador","2013","4","0","4","0"
"New Zealand","Eritrea","2013","8","0","8","0"
"New Zealand","Ethiopia","2013","13","0","13","0"
"New Zealand","Fiji","2013","15","0","15","0"
"New Zealand","Georgia","2013","1","0","1","0"
"New Zealand","Guinea","2013","1","0","1","0"
"New Zealand","Hungary","2013","1","0","1","0"
"New Zealand","India","2013","6","0","6","0"
"New Zealand","Indonesia","2013","1","0","1","0"
"New Zealand","Iraq","2013","181","0","181","0"
"New Zealand","Islamic Rep. of Iran","2013","278","0","278","0"
"New Zealand","Israel","2013","4","0","4","0"
"New Zealand","Japan","2013","1","0","1","0"
"New Zealand","Jordan","2013","15","0","15","0"
"New Zealand","Kenya","2013","2","0","2","0"
"New Zealand","Kiribati","2013","1","0","1","0"
"New Zealand","Kuwait","2013","7","0","7","0"
"New Zealand","Kyrgyzstan","2013","8","0","8","0"
"New Zealand","Lebanon","2013","5","0","5","0"
"New Zealand","Libya","2013","8","0","8","0"
"New Zealand","Madagascar","2013","4","0","4","0"
"New Zealand","Malaysia","2013","2","0","2","0"
"New Zealand","Maldives","2013","1","0","1","0"
"New Zealand","Mexico","2013","3","0","3","0"
"New Zealand","Mongolia","2013","2","0","2","0"
"New Zealand","Myanmar","2013","34","0","34","0"
"New Zealand","Nepal","2013","16","0","16","0"
"New Zealand","Nigeria","2013","2","0","2","0"
"New Zealand","Pakistan","2013","38","0","38","0"
"New Zealand","Papua New Guinea","2013","1","0","1","0"
"New Zealand","Rep. of Korea","2013","1","0","1","0"
"New Zealand","Russian Federation","2013","3","0","3","0"
"New Zealand","Rwanda","2013","1","0","1","0"
"New Zealand","Saudi Arabia","2013","40","0","40","0"
"New Zealand","Serbia (and Kosovo: S/RES/1244 (1999))","2013","5","0","5","0"
"New Zealand","Slovakia","2013","7","0","7","0"
"New Zealand","Solomon Islands","2013","1","0","1","0"
"New Zealand","Somalia","2013","35","0","35","0"
"New Zealand","South Africa","2013","3","0","3","0"
"New Zealand","Sri Lanka","2013","92","0","92","0"
"New Zealand","State of Palestine","2013","13","0","13","0"
"New Zealand","Stateless","2013","4","0","4","0"
"New Zealand","Sudan","2013","13","0","13","0"
"New Zealand","Syrian Arab Rep.","2013","43","0","43","0"
"New Zealand","Thailand","2013","1","0","1","0"
"New Zealand","Tunisia","2013","1","0","1","0"
"New Zealand","Turkey","2013","24","0","24","0"
"New Zealand","Uganda","2013","1","0","1","0"
"New Zealand","Ukraine","2013","0","0","0","0"
"New Zealand","Uzbekistan","2013","2","0","2","0"
"New Zealand","Various","2013","44","0","44","0"
"New Zealand","Viet Nam","2013","3","0","3","0"
"New Zealand","Yemen","2013","1","0","1","0"
"New Zealand","Zimbabwe","2013","65","0","65","0"
"Nicaragua","Central African Rep.","2013","1","1","1","1"
"Nicaragua","Colombia","2013","9","1","9","1"
"Nicaragua","Congo","2013","0","0","0","0"
"Nicaragua","Costa Rica","2013","1","0","1","0"
"Nicaragua","Cuba","2013","11","10","11","10"
"Nicaragua","El Salvador","2013","102","52","102","52"
"Nicaragua","Ghana","2013","0","0","0","0"
"Nicaragua","Guatemala","2013","8","0","8","0"
"Nicaragua","Honduras","2013","54","24","54","24"
"Nicaragua","India","2013","1","0","1","0"
"Nicaragua","Nigeria","2013","0","0","0","0"
"Nicaragua","Peru","2013","2","0","2","0"
"Nicaragua","Somalia","2013","0","0","0","0"
"Niger","Cameroon","2013","6","6","6","6"
"Niger","Central African Rep.","2013","11","11","11","11"
"Niger","Chad","2013","143","143","143","143"
"Niger","Congo","2013","3","3","3","3"
"Niger","Côte d'Ivoire","2013","54","54","54","54"
"Niger","Dem. Rep. of the Congo","2013","69","69","69","69"
"Niger","Iraq","2013","6","6","6","6"
"Niger","Islamic Rep. of Iran","2013","1","1","1","1"
"Niger","Liberia","2013","2","2","2","2"
"Niger","Libya","2013","1","1","1","1"
"Niger","Mali","2013","48928","48928","48928","48928"
"Niger","Nigeria","2013","8385","8385","8385","8385"
"Niger","Rwanda","2013","26","26","26","26"
"Niger","Somalia","2013","9","9","9","9"
"Niger","Sudan","2013","9","9","9","9"
"Niger","Syrian Arab Rep.","2013","6","6","6","6"
"Niger","Togo","2013","2","2","2","2"
"Nigeria","Afghanistan","2013","5","5","5","5"
"Nigeria","Angola","2013","0","0","0","0"
"Nigeria","Burundi","2013","0","0","0","0"
"Nigeria","Cameroon","2013","548","548","548","548"
"Nigeria","Central African Rep.","2013","15","15","15","15"
"Nigeria","Chad","2013","71","71","71","71"
"Nigeria","Congo","2013","4","4","4","4"
"Nigeria","Côte d'Ivoire","2013","105","105","105","105"
"Nigeria","Dem. Rep. of the Congo","2013","600","600","600","600"
"Nigeria","Egypt","2013","0","0","0","0"
"Nigeria","Equatorial Guinea","2013","0","0","0","0"
"Nigeria","Eritrea","2013","2","2","2","2"
"Nigeria","Ethiopia","2013","1","1","1","1"
"Nigeria","Ghana","2013","1","1","1","1"
"Nigeria","Guinea","2013","23","23","23","23"
"Nigeria","Guinea-Bissau","2013","5","5","5","5"
"Nigeria","Iraq","2013","0","0","0","0"
"Nigeria","Liberia","2013","123","123","123","123"
"Nigeria","Libya","2013","0","0","0","0"
"Nigeria","Mali","2013","98","98","98","98"
"Nigeria","Niger","2013","0","0","0","0"
"Nigeria","Rwanda","2013","1","1","1","1"
"Nigeria","Sierra Leone","2013","24","24","24","24"
"Nigeria","Somalia","2013","2","2","2","2"
"Nigeria","Sri Lanka","2013","0","0","0","0"
"Nigeria","State of Palestine","2013","0","0","0","0"
"Nigeria","Sudan","2013","47","47","47","47"
"Nigeria","Syrian Arab Rep.","2013","9","9","9","9"
"Nigeria","Togo","2013","10","10","10","10"
"Nigeria","Uganda","2013","0","0","0","0"
"Norway","Afghanistan","2013","5523","0","5523","0"
"Norway","Albania","2013","43","0","43","0"
"Norway","Algeria","2013","34","0","34","0"
"Norway","Angola","2013","146","0","146","0"
"Norway","Armenia","2013","22","0","22","0"
"Norway","Azerbaijan","2013","50","0","50","0"
"Norway","Bangladesh","2013","13","0","13","0"
"Norway","Belarus","2013","29","0","29","0"
"Norway","Belgium","2013","1","0","1","0"
"Norway","Benin","2013","2","0","2","0"
"Norway","Bhutan","2013","9","0","9","0"
"Norway","Bosnia and Herzegovina","2013","44","0","44","0"
"Norway","Brunei Darussalam","2013","1","0","1","0"
"Norway","Bulgaria","2013","11","0","11","0"
"Norway","Burkina Faso","2013","3","0","3","0"
"Norway","Burundi","2013","343","0","343","0"
"Norway","Cabo Verde","2013","1","0","1","0"
"Norway","Cambodia","2013","1","0","1","0"
"Norway","Cameroon","2013","25","0","25","0"
"Norway","Central African Rep.","2013","1","0","1","0"
"Norway","Chad","2013","4","0","4","0"
"Norway","Chile","2013","0","0","0","0"
"Norway","China","2013","676","0","676","0"
"Norway","Colombia","2013","24","0","24","0"
"Norway","Congo","2013","24","0","24","0"
"Norway","Côte d'Ivoire","2013","38","0","38","0"
"Norway","Croatia","2013","9","0","9","0"
"Norway","Cuba","2013","7","0","7","0"
"Norway","Dem. People's Rep. of Korea","2013","14","0","14","0"
"Norway","Dem. Rep. of the Congo","2013","340","0","340","0"
"Norway","Djibouti","2013","2","0","2","0"
"Norway","Ecuador","2013","3","0","3","0"
"Norway","Egypt","2013","24","0","24","0"
"Norway","El Salvador","2013","2","0","2","0"
"Norway","Equatorial Guinea","2013","1","0","1","0"
"Norway","Eritrea","2013","9344","0","9344","0"
"Norway","Estonia","2013","0","0","0","0"
"Norway","Ethiopia","2013","1774","0","1774","0"
"Norway","Fiji","2013","1","0","1","0"
"Norway","Gambia","2013","12","0","12","0"
"Norway","Georgia","2013","10","0","10","0"
"Norway","Germany","2013","1","0","1","0"
"Norway","Ghana","2013","4","0","4","0"
"Norway","Guatemala","2013","8","0","8","0"
"Norway","Guinea","2013","60","0","60","0"
"Norway","Guinea-Bissau","2013","3","0","3","0"
"Norway","Haiti","2013","2","0","2","0"
"Norway","Hungary","2013","4","0","4","0"
"Norway","India","2013","12","0","12","0"
"Norway","Indonesia","2013","2","0","2","0"
"Norway","Iraq","2013","5679","0","5679","0"
"Norway","Islamic Rep. of Iran","2013","1478","0","1478","0"
"Norway","Israel","2013","14","0","14","0"
"Norway","Jordan","2013","15","0","15","0"
"Norway","Kazakhstan","2013","25","0","25","0"
"Norway","Kenya","2013","15","0","15","0"
"Norway","Kuwait","2013","8","0","8","0"
"Norway","Kyrgyzstan","2013","37","0","37","0"
"Norway","Lao People's Dem. Rep.","2013","0","0","0","0"
"Norway","Lebanon","2013","44","0","44","0"
"Norway","Liberia","2013","62","0","62","0"
"Norway","Libya","2013","38","0","38","0"
"Norway","Lithuania","2013","1","0","1","0"
"Norway","Macao SAR, China","2013","0","0","0","0"
"Norway","Malawi","2013","0","0","0","0"
"Norway","Malaysia","2013","1","0","1","0"
"Norway","Mali","2013","6","0","6","0"
"Norway","Mauritania","2013","1","0","1","0"
"Norway","Mongolia","2013","5","0","5","0"
"Norway","Montenegro","2013","4","0","4","0"
"Norway","Morocco","2013","30","0","30","0"
"Norway","Mozambique","2013","1","0","1","0"
"Norway","Myanmar","2013","154","0","154","0"
"Norway","Namibia","2013","0","0","0","0"
"Norway","Nepal","2013","14","0","14","0"
"Norway","Netherlands","2013","1","0","1","0"
"Norway","Niger","2013","4","0","4","0"
"Norway","Nigeria","2013","176","0","176","0"
"Norway","Pakistan","2013","106","0","106","0"
"Norway","Peru","2013","0","0","0","0"
"Norway","Philippines","2013","8","0","8","0"
"Norway","Poland","2013","1","0","1","0"
"Norway","Rep. of Korea","2013","2","0","2","0"
"Norway","Rep. of Moldova","2013","6","0","6","0"
"Norway","Romania","2013","7","0","7","0"
"Norway","Russian Federation","2013","3334","0","3334","0"
"Norway","Rwanda","2013","157","0","157","0"
"Norway","Saudi Arabia","2013","0","0","0","0"
"Norway","Senegal","2013","2","0","2","0"
"Norway","Serbia (and Kosovo: S/RES/1244 (1999))","2013","848","0","848","0"
"Norway","Sierra Leone","2013","18","0","18","0"
"Norway","Singapore","2013","1","0","1","0"
"Norway","Slovakia","2013","0","0","0","0"
"Norway","Somalia","2013","9275","0","9275","0"
"Norway","South Sudan","2013","2","0","2","0"
"Norway","Sri Lanka","2013","340","0","340","0"
"Norway","State of Palestine","2013","0","0","0","0"
"Norway","Stateless","2013","2356","0","2356","0"
"Norway","Sudan","2013","1133","0","1133","0"
"Norway","Syrian Arab Rep.","2013","1311","0","1311","0"
"Norway","Tajikistan","2013","16","0","16","0"
"Norway","Thailand","2013","31","0","31","0"
"Norway","The former Yugoslav Rep. of Macedonia","2013","0","0","0","0"
"Norway","Togo","2013","13","0","13","0"
"Norway","Tunisia","2013","3","0","3","0"
"Norway","Turkey","2013","125","0","125","0"
"Norway","Turkmenistan","2013","7","0","7","0"
"Norway","Uganda","2013","82","0","82","0"
"Norway","Ukraine","2013","9","0","9","0"
"Norway","United Arab Emirates","2013","1","0","1","0"
"Norway","United Rep. of Tanzania","2013","3","0","3","0"
"Norway","United States","2013","3","0","3","0"
"Norway","Uzbekistan","2013","155","0","155","0"
"Norway","Various","2013","59","0","59","0"
"Norway","Viet Nam","2013","16","0","16","0"
"Norway","Western Sahara","2013","1","0","1","0"
"Norway","Yemen","2013","127","0","127","0"
"Norway","Zambia","2013","2","0","2","0"
"Norway","Zimbabwe","2013","26","0","26","0"
"Oman","Iraq","2013","131","131","131","131"
"Oman","Syrian Arab Rep.","2013","7","7","7","7"
"Pakistan","Afghanistan","2013","1615876","1615876","1615876","1615876"
"Pakistan","Algeria","2013","17","17","17","17"
"Pakistan","Ethiopia","2013","4","4","4","4"
